id_;match_id;date;crypto;opponent;winner;consensus
93;93;01/06/2022;CRO;ADA;1;Poof_Staking
94;94;02/06/2022;NEAR;ADA;1;Poof_Staking
95;95;03/06/2022;TRX;ADA;1;Poof_Staking
96;96;04/06/2022;ATOM;ADA;1;Poof_Staking
97;97;05/06/2022;ALGO;ADA;1;Poof_Staking
98;98;06/06/2022;EGLD;ADA;1;Poof_Staking
99;99;07/06/2022;FTM;ADA;1;Poof_Staking
100;100;08/06/2022;XTZ;ADA;1;Poof_Staking
101;101;09/06/2022;NEAR;AVAX;1;Poof_Staking
102;102;10/06/2022;NEAR;MATIC;1;Poof_Staking
103;103;11/06/2022;TRX;MATIC;1;Poof_Staking
104;104;12/06/2022;EGLD;MATIC;1;Poof_Staking
105;105;13/06/2022;FTM;MATIC;1;Poof_Staking
106;106;14/06/2022;EGLD;ATOM;1;Poof_Staking
107;107;15/06/2022;FTM;ATOM;1;Poof_Staking
108;108;16/06/2022;EGLD;ALGO;1;Poof_Staking
109;109;17/06/2022;FTM;ALGO;1;Poof_Staking
110;110;18/06/2022;EGLD;ICP;1;Poof_Staking
111;111;19/06/2022;THETA;ICP;1;Poof_Staking
112;112;20/06/2022;CAKE;ICP;1;Poof_Staking
113;113;21/06/2022;FTM;ICP;1;Poof_Staking
114;114;22/06/2022;XTZ;ICP;1;Poof_Staking
115;115;23/06/2022;RUNE;ICP;1;Poof_Staking
116;116;24/06/2022;FLOW;ICP;1;Poof_Staking
117;117;25/06/2022;WAVES;ICP;1;Poof_Staking
118;118;26/06/2022;FTM;THETA;1;Poof_Staking
119;119;27/06/2022;XTZ;THETA;1;Poof_Staking
120;120;28/06/2022;RUNE;THETA;1;Poof_Staking
121;121;29/06/2022;WAVES;THETA;1;Poof_Staking
122;122;30/06/2022;FTM;CAKE;1;Poof_Staking
123;123;01/07/2022;XTZ;CAKE;1;Poof_Staking
124;124;02/07/2022;RUNE;CAKE;1;Poof_Staking
125;125;03/07/2022;WAVES;CAKE;1;Poof_Staking
126;126;04/07/2022;WAVES;RUNE;1;Poof_Staking
127;127;05/07/2022;GALA;FTT;1;Hybrid
128;128;06/07/2022;LRC;FTT;1;Hybrid
129;129;07/07/2022;PAXG;FTT;1;Hybrid
130;130;08/07/2022;ZIL;HT;1;Hybrid
131;131;09/07/2022;GALA;HT;1;Hybrid
132;132;10/07/2022;LRC;HT;1;Hybrid
133;133;11/07/2022;PAXG;HT;1;Hybrid
134;134;12/07/2022;SYS;HT;1;Hybrid
135;135;13/07/2022;GALA;ZIL;1;Hybrid
136;136;14/07/2022;LRC;ZIL;1;Hybrid
137;137;15/07/2022;PAXG;ZIL;1;Hybrid
138;138;16/07/2022;SYS;ZIL;1;Hybrid
139;139;17/07/2022;PAXG;LRC;1;Hybrid
140;140;18/07/2022;DCR;DASH;1;Hybrid
141;141;19/07/2022;PAXG;DASH;1;Hybrid
142;142;20/07/2022;SYS;DASH;1;Hybrid
143;143;21/07/2022;PAXG;DCR;1;Hybrid
144;144;22/07/2022;SYS;DCR;1;Hybrid
145;145;23/07/2022;SYS;SRM;1;Hybrid
146;146;24/07/2022;BTC;ETH;1;Poof_work
147;147;25/07/2022;BTC;DOGE;1;Poof_work
148;148;26/07/2022;BTC;SHIB;1;Poof_work
149;149;27/07/2022;BTC;LTC;1;Poof_work
150;150;28/07/2022;BTC;BCH;1;Poof_work
151;151;29/07/2022;BTC;ETC;1;Poof_work
152;152;30/07/2022;BTC;MANA;1;Poof_work
153;153;31/07/2022;BTC;AXS;1;Poof_work
154;154;01/08/2022;BTC;KCS;1;Poof_work
155;155;02/08/2022;BTC;BSV;1;Poof_work
156;156;03/08/2022;BTC;ENJ;1;Poof_work
157;157;04/08/2022;BTC;COMP;1;Poof_work
158;158;05/08/2022;BTC;KDA;1;Poof_work
159;159;06/08/2022;BTC;AUDIO;1;Poof_work
160;160;07/08/2022;ETH;DOGE;1;Poof_work
161;161;08/08/2022;ETH;SHIB;1;Poof_work
162;162;09/08/2022;ETH;LTC;1;Poof_work
163;163;10/08/2022;ETH;BCH;1;Poof_work
164;164;11/08/2022;ETH;ETC;1;Poof_work
165;165;12/08/2022;ETH;MANA;1;Poof_work
166;166;13/08/2022;ETH;AXS;1;Poof_work
167;167;14/08/2022;ETH;KCS;1;Poof_work
168;168;15/08/2022;ETH;BSV;1;Poof_work
169;169;16/08/2022;ETH;ENJ;1;Poof_work
170;170;17/08/2022;ETH;COMP;1;Poof_work
171;171;18/08/2022;ETH;KDA;1;Poof_work
172;172;19/08/2022;ETH;AUDIO;1;Poof_work
173;173;20/08/2022;DOGE;SHIB;1;Poof_work
174;174;21/08/2022;DOGE;LTC;1;Poof_work
175;175;22/08/2022;DOGE;MANA;1;Poof_work
176;176;23/08/2022;DOGE;AXS;1;Poof_work
177;177;24/08/2022;DOGE;KCS;1;Poof_work
178;178;25/08/2022;DOGE;BSV;1;Poof_work
179;179;26/08/2022;DOGE;ENJ;1;Poof_work
180;180;27/08/2022;DOGE;COMP;1;Poof_work
181;181;28/08/2022;DOGE;KDA;1;Poof_work
182;182;29/08/2022;DOGE;AUDIO;1;Poof_work
183;183;30/08/2022;SHIB;MANA;1;Poof_work
184;184;31/08/2022;SHIB;AXS;1;Poof_work
185;185;01/09/2022;SHIB;ENJ;1;Poof_work
186;186;02/09/2022;SHIB;KDA;1;Poof_work
187;187;03/09/2022;SHIB;AUDIO;1;Poof_work
188;188;04/09/2022;LTC;BCH;1;Poof_work
189;189;05/09/2022;LTC;ETC;1;Poof_work
190;190;06/09/2022;LTC;BSV;1;Poof_work
191;191;07/09/2022;LTC;COMP;1;Poof_work
192;192;08/09/2022;LTC;AUDIO;1;Poof_work
193;193;09/09/2022;BCH;BSV;1;Poof_work
194;194;10/09/2022;BCH;COMP;1;Poof_work
195;195;11/09/2022;LEO;XMR;1;Poof_work
196;196;12/09/2022;LEO;ETC;1;Poof_work
197;197;13/09/2022;LEO;MANA;1;Poof_work
198;198;14/09/2022;LEO;ZEC;1;Poof_work
199;199;15/09/2022;LEO;KCS;1;Poof_work
200;200;16/09/2022;LEO;BSV;1;Poof_work
201;201;17/09/2022;LEO;ENJ;1;Poof_work
202;202;18/09/2022;LEO;COMP;1;Poof_work
203;203;19/09/2022;LEO;KDA;1;Poof_work
204;204;20/09/2022;LEO;AUDIO;1;Poof_work
205;205;21/09/2022;LEO;GNO;1;Poof_work
206;206;22/09/2022;XMR;ETC;1;Poof_work
207;207;23/09/2022;XMR;ZEC;1;Poof_work
208;208;24/09/2022;XMR;BSV;1;Poof_work
209;209;25/09/2022;XMR;ENJ;1;Poof_work
210;210;26/09/2022;XMR;COMP;1;Poof_work
211;211;27/09/2022;XMR;KDA;1;Poof_work
212;212;28/09/2022;XMR;AUDIO;1;Poof_work
213;213;29/09/2022;ETC;BSV;1;Poof_work
214;214;30/09/2022;ETC;COMP;1;Poof_work
215;215;01/10/2022;MANA;ZEC;1;Poof_work
216;216;02/10/2022;MANA;KCS;1;Poof_work
217;217;03/10/2022;MANA;BSV;1;Poof_work
218;218;04/10/2022;MANA;ENJ;1;Poof_work
219;219;05/10/2022;MANA;COMP;1;Poof_work
220;220;06/10/2022;MANA;KDA;1;Poof_work
221;221;07/10/2022;MANA;AUDIO;1;Poof_work
222;222;08/10/2022;AXS;ZEC;1;Poof_work
223;223;09/10/2022;AXS;KCS;1;Poof_work
224;224;10/10/2022;AXS;BSV;1;Poof_work
225;225;11/10/2022;AXS;ENJ;1;Poof_work
226;226;12/10/2022;AXS;COMP;1;Poof_work
227;227;13/10/2022;AXS;KDA;1;Poof_work
228;228;14/10/2022;AXS;AUDIO;1;Poof_work
229;229;15/10/2022;AXS;GNO;1;Poof_work
230;230;16/10/2022;ZEC;BSV;1;Poof_work
231;231;17/10/2022;ZEC;COMP;1;Poof_work
232;232;18/10/2022;ZEC;AUDIO;1;Poof_work
233;233;19/10/2022;KCS;BSV;1;Poof_work
234;234;20/10/2022;KCS;ENJ;1;Poof_work
235;235;21/10/2022;KCS;COMP;1;Poof_work
236;236;22/10/2022;KCS;KDA;1;Poof_work
237;237;23/10/2022;KCS;AUDIO;1;Poof_work
238;238;24/10/2022;BSV;COMP;1;Poof_work
239;239;25/10/2022;KDA;AUDIO;1;Poof_work
240;240;26/10/2022;SOL;LUNA;1;Poof_Staking
241;241;27/10/2022;SOL;ADA;1;Poof_Staking
242;242;28/10/2022;SOL;AVAX;1;Poof_Staking
243;243;29/10/2022;SOL;DOT;1;Poof_Staking
244;244;30/10/2022;SOL;MATIC;1;Poof_Staking
245;245;31/10/2022;SOL;CRO;1;Poof_Staking
246;246;01/11/2022;SOL;NEAR;1;Poof_Staking
247;247;02/11/2022;SOL;TRX;1;Poof_Staking
248;248;03/11/2022;SOL;ATOM;1;Poof_Staking
249;249;04/11/2022;SOL;ALGO;1;Poof_Staking
250;250;05/11/2022;SOL;ICP;1;Poof_Staking
251;251;06/11/2022;SOL;EGLD;1;Poof_Staking
252;252;07/11/2022;SOL;THETA;1;Poof_Staking
253;253;08/11/2022;SOL;CAKE;1;Poof_Staking
254;254;09/11/2022;SOL;FTM;1;Poof_Staking
255;255;10/11/2022;SOL;XTZ;1;Poof_Staking
256;256;11/11/2022;SOL;RUNE;1;Poof_Staking
257;257;12/11/2022;SOL;FLOW;1;Poof_Staking
258;258;13/11/2022;SOL;WAVES;1;Poof_Staking
259;259;14/11/2022;LUNA;ICP;1;Poof_Staking
260;260;15/11/2022;ADA;DOT;1;Poof_Staking
261;261;16/11/2022;ADA;ICP;1;Poof_Staking
262;262;17/11/2022;ADA;THETA;1;Poof_Staking
263;263;18/11/2022;ADA;CAKE;1;Poof_Staking
264;264;19/11/2022;ADA;RUNE;1;Poof_Staking
265;265;20/11/2022;ADA;FLOW;1;Poof_Staking
266;266;21/11/2022;ADA;WAVES;1;Poof_Staking
267;267;22/11/2022;AVAX;DOT;1;Poof_Staking
268;268;23/11/2022;AVAX;MATIC;1;Poof_Staking
269;269;24/11/2022;AVAX;CRO;1;Poof_Staking
270;270;25/11/2022;AVAX;TRX;1;Poof_Staking
271;271;26/11/2022;AVAX;ATOM;1;Poof_Staking
272;272;27/11/2022;AVAX;ALGO;1;Poof_Staking
273;273;28/11/2022;AVAX;ICP;1;Poof_Staking
274;274;29/11/2022;AVAX;EGLD;1;Poof_Staking
275;275;30/11/2022;AVAX;THETA;1;Poof_Staking
276;276;01/12/2022;AVAX;CAKE;1;Poof_Staking
277;277;02/12/2022;AVAX;FTM;1;Poof_Staking
278;278;03/12/2022;AVAX;XTZ;1;Poof_Staking
279;279;04/12/2022;AVAX;RUNE;1;Poof_Staking
280;280;05/12/2022;AVAX;FLOW;1;Poof_Staking
281;281;06/12/2022;AVAX;WAVES;1;Poof_Staking
282;282;07/12/2022;MATIC;CRO;1;Poof_Staking
283;283;08/12/2022;MATIC;ATOM;1;Poof_Staking
284;284;09/12/2022;MATIC;ALGO;1;Poof_Staking
285;285;10/12/2022;MATIC;ICP;1;Poof_Staking
286;286;11/12/2022;MATIC;THETA;1;Poof_Staking
287;287;12/12/2022;MATIC;CAKE;1;Poof_Staking
288;288;13/12/2022;MATIC;XTZ;1;Poof_Staking
289;289;14/12/2022;MATIC;RUNE;1;Poof_Staking
290;290;15/12/2022;MATIC;FLOW;1;Poof_Staking
291;291;16/12/2022;MATIC;WAVES;1;Poof_Staking
292;292;17/12/2022;NEAR;TRX;1;Poof_Staking
293;293;18/12/2022;NEAR;ATOM;1;Poof_Staking
294;294;19/12/2022;NEAR;ALGO;1;Poof_Staking
295;295;20/12/2022;NEAR;ICP;1;Poof_Staking
296;296;21/12/2022;NEAR;EGLD;1;Poof_Staking
297;297;22/12/2022;NEAR;THETA;1;Poof_Staking
298;298;23/12/2022;NEAR;CAKE;1;Poof_Staking
299;299;24/12/2022;NEAR;FTM;1;Poof_Staking
300;300;25/12/2022;NEAR;XTZ;1;Poof_Staking
301;301;26/12/2022;NEAR;RUNE;1;Poof_Staking
302;302;27/12/2022;NEAR;FLOW;1;Poof_Staking
303;303;28/12/2022;NEAR;WAVES;1;Poof_Staking
304;304;29/12/2022;TRX;ATOM;1;Poof_Staking
305;305;30/12/2022;TRX;ALGO;1;Poof_Staking
306;306;31/12/2022;TRX;ICP;1;Poof_Staking
307;307;01/01/2023;TRX;EGLD;1;Poof_Staking
308;308;02/01/2023;TRX;THETA;1;Poof_Staking
309;309;03/01/2023;TRX;CAKE;1;Poof_Staking
310;310;04/01/2023;TRX;FTM;1;Poof_Staking
311;311;05/01/2023;TRX;XTZ;1;Poof_Staking
312;312;06/01/2023;TRX;RUNE;1;Poof_Staking
313;313;07/01/2023;TRX;FLOW;1;Poof_Staking
314;314;08/01/2023;TRX;WAVES;1;Poof_Staking
315;315;09/01/2023;ATOM;ALGO;1;Poof_Staking
316;316;10/01/2023;ATOM;ICP;1;Poof_Staking
317;317;11/01/2023;ATOM;THETA;1;Poof_Staking
318;318;12/01/2023;ATOM;CAKE;1;Poof_Staking
319;319;13/01/2023;ATOM;XTZ;1;Poof_Staking
320;320;14/01/2023;ATOM;RUNE;1;Poof_Staking
321;321;15/01/2023;ATOM;FLOW;1;Poof_Staking
322;322;16/01/2023;ATOM;WAVES;1;Poof_Staking
323;323;17/01/2023;ALGO;ICP;1;Poof_Staking
324;324;18/01/2023;ALGO;THETA;1;Poof_Staking
325;325;19/01/2023;ALGO;CAKE;1;Poof_Staking
326;326;20/01/2023;ALGO;XTZ;1;Poof_Staking
327;327;21/01/2023;ALGO;RUNE;1;Poof_Staking
328;328;22/01/2023;ALGO;FLOW;1;Poof_Staking
329;329;23/01/2023;ALGO;WAVES;1;Poof_Staking
330;330;24/01/2023;THETA;CAKE;1;Poof_Staking
331;331;25/01/2023;THETA;FLOW;1;Poof_Staking
332;332;26/01/2023;CAKE;FLOW;1;Poof_Staking
333;333;27/01/2023;FTM;XTZ;1;Poof_Staking
334;334;28/01/2023;FTM;RUNE;1;Poof_Staking
335;335;29/01/2023;FTM;FLOW;1;Poof_Staking
336;336;30/01/2023;FTM;WAVES;1;Poof_Staking
337;337;31/01/2023;XTZ;RUNE;1;Poof_Staking
338;338;01/02/2023;XTZ;FLOW;1;Poof_Staking
339;339;02/02/2023;XTZ;WAVES;1;Poof_Staking
340;340;03/02/2023;RUNE;FLOW;1;Poof_Staking
341;341;04/02/2023;WAVES;FLOW;1;Poof_Staking
342;342;05/02/2023;FTT;HT;1;Hybrid
343;343;06/02/2023;FTT;ZIL;1;Hybrid
344;344;07/02/2023;FTT;DASH;1;Hybrid
345;345;08/02/2023;FTT;DCR;1;Hybrid
346;346;09/02/2023;FTT;SRM;1;Hybrid
347;347;10/02/2023;FTT;SYS;1;Hybrid
348;348;11/02/2023;HT;DASH;1;Hybrid
349;349;12/02/2023;HT;DCR;1;Hybrid
350;350;13/02/2023;HT;SRM;1;Hybrid
351;351;14/02/2023;ZIL;DASH;1;Hybrid
352;352;15/02/2023;ZIL;DCR;1;Hybrid
353;353;16/02/2023;ZIL;SRM;1;Hybrid
354;354;17/02/2023;GALA;LRC;1;Hybrid
355;355;18/02/2023;GALA;DASH;1;Hybrid
356;356;19/02/2023;GALA;DCR;1;Hybrid
357;357;20/02/2023;GALA;PAXG;1;Hybrid
358;358;21/02/2023;GALA;SRM;1;Hybrid
359;359;22/02/2023;GALA;SYS;1;Hybrid
360;360;23/02/2023;LRC;DASH;1;Hybrid
361;361;24/02/2023;LRC;DCR;1;Hybrid
362;362;25/02/2023;LRC;SRM;1;Hybrid
363;363;26/02/2023;LRC;SYS;1;Hybrid
364;364;27/02/2023;DASH;SRM;1;Hybrid
365;365;28/02/2023;DCR;SRM;1;Hybrid
366;366;01/03/2023;PAXG;SRM;1;Hybrid
367;367;02/03/2023;PAXG;SYS;1;Hybrid
